PlantName,Indicator Name,Day,Value
AsianHemp (excluding high income),SoilMoister,10,65
AsianHemp (excluding high income),Humidity,10,
AsianHemp (excluding high income),WaterUse,10,
AsianHemp (excluding high income),PhenoType,10,3.0335411
AsianHemp (excluding high income),Height,10,
AsianHemp (excluding high income),Width,10,
AsianHemp (excluding high income),Temp,10,
AsianHemp (excluding high income),NValue,10,
AsianHemp (excluding high income),PValue,10,64.30178482
AsianHemp (excluding high income),KValue,10,12.53473117
AsianHemp (excluding high income),CurrentNDVI,10,
AsianHemp (IDA & IBRD countries),GrowthRate,10,
AsianHemp (IDA & IBRD countries),EC,10,
AsianHemp (IDA & IBRD countries),PH,10,6
AsianHemp (IDA & IBRD countries),SoilMoister,10,
AsianHemp (IDA & IBRD countries),Humidity,10,
AsianHemp (IDA & IBRD countries),WaterUse,10,
AsianHemp (IDA & IBRD countries),PhenoType,10,2.994944406
AsianHemp (IDA & IBRD countries),Height,10,
AsianHemp (IDA & IBRD countries),Width,10,
AsianHemp (IDA & IBRD countries),Temp,10,
AsianHemp (IDA & IBRD countries),NValue,10,
AsianHemp (IDA & IBRD countries),PValue,10,64.62170061
AsianHemp (IDA & IBRD countries),KValue,10,13.83771791
AsianHemp (IDA & IBRD countries),CurrentNDVI,10,
AsianHemp,GrowthRate,10,
AsianHemp,EC,10,
AsianHemp,PH,10,6.6
AsianHemp,SoilMoister,10,65
AsianHemp,Humidity,10,
AsianHemp,WaterUse,10,18.85961107
AsianHemp,PhenoType,10,2.801406017
AsianHemp,Height,10,
AsianHemp,Width,10,19.60065986
AsianHemp,Temp,10,
AsianHemp,NValue,10,
AsianHemp,PValue,10,67.48931558
AsianHemp,KValue,10,24.97043895
AsianHemp,CurrentNDVI,10,
AsianHemp (excluding high income),GrowthRate,10,
AsianHemp (excluding high income),EC,10,
AsianHemp (excluding high income),PH,10,23.00124533
AsianHemp (excluding high income),SoilMoister,10,65
AsianHemp (excluding high income),Humidity,10,
AsianHemp (excluding high income),WaterUse,10,
AsianHemp (excluding high income),PhenoType,10,3.0335411
AsianHemp (excluding high income),Height,10,
AsianHemp (excluding high income),Width,10,
AsianHemp (excluding high income),Temp,10,
AsianHemp (excluding high income),NValue,10,
AsianHemp (excluding high income),PValue,10,64.30178482
AsianHemp (excluding high income),KValue,10,12.53473117
AsianHemp (excluding high income),CurrentNDVI,10,
AsianHemp (IDA & IBRD countries),GrowthRate,10,
AsianHemp (IDA & IBRD countries),EC,10,
AsianHemp (IDA & IBRD countries),PH,10,5.5
AsianHemp (IDA & IBRD countries),SoilMoister,10,66
AsianHemp (IDA & IBRD countries),Humidity,10,
AsianHemp (IDA & IBRD countries),WaterUse,10,
AsianHemp (IDA & IBRD countries),PhenoType,10,2.994944406
AsianHemp (IDA & IBRD countries),Height,10,
AsianHemp (IDA & IBRD countries),Width,10,
AsianHemp (IDA & IBRD countries),Temp,10,
AsianHemp (IDA & IBRD countries),NValue,10,
AsianHemp (IDA & IBRD countries),PValue,10,64.62170061
AsianHemp (IDA & IBRD countries),KValue,10,13.83771791
AsianHemp (IDA & IBRD countries),CurrentNDVI,10,
AsianHemp,GrowthRate,10,
AsianHemp,EC,10,400
AsianHemp,PH,10,46.6076607
AsianHemp,SoilMoister,10,89
AsianHemp,Humidity,10,
AsianHemp,WaterUse,10,18.85961107
AsianHemp,PhenoType,10,2.801406017
AsianHemp,Height,10,
AsianHemp,Width,10,19.60065986
AsianHemp,Temp,10,
AsianHemp,NValue,10,
AsianHemp,PValue,10,67.48931558
AsianHemp,KValue,10,24.97043895
AsianHemp,CurrentNDVI,10,
AsianHemp (excluding high income),GrowthRate,10,
AsianHemp (excluding high income),EC,10,
AsianHemp (excluding high income),PH,10,23.00124533
AsianHemp (excluding high income),SoilMoister,10,
AsianHemp (excluding high income),Humidity,10,
AsianHemp (excluding high income),WaterUse,10,
AsianHemp (excluding high income),PhenoType,10,3.0335411
AsianHemp (excluding high income),Height,10,
AsianHemp (excluding high income),Width,10,
AsianHemp (excluding high income),Temp,10,
AsianHemp (excluding high income),NValue,10,
AsianHemp (excluding high income),PValue,10,64.30178482
AsianHemp (excluding high income),KValue,10,12.53473117
AsianHemp (excluding high income),CurrentNDVI,10,
AsianHemp (IDA & IBRD countries),GrowthRate,10,
AsianHemp (IDA & IBRD countries),EC,10,
AsianHemp (IDA & IBRD countries),PH,10,23.00124533
AsianHemp (IDA & IBRD countries),SoilMoister,10,65
AsianHemp (IDA & IBRD countries),Humidity,10,
AsianHemp (IDA & IBRD countries),WaterUse,10,
AsianHemp (IDA & IBRD countries),PhenoType,10,2.994944406
AsianHemp (IDA & IBRD countries),Height,10,
AsianHemp (IDA & IBRD countries),Width,10,
AsianHemp (IDA & IBRD countries),Temp,10,
AsianHemp (IDA & IBRD countries),NValue,10,
AsianHemp (IDA & IBRD countries),PValue,10,64.62170061
AsianHemp (IDA & IBRD countries),KValue,10,13.83771791
AsianHemp (IDA & IBRD countries),CurrentNDVI,10,
AsianHemp,GrowthRate,10,
AsianHemp,EC,10,
AsianHemp,PH,10,46.6076607
AsianHemp,SoilMoister,10,65
AsianHemp,Humidity,10,
AsianHemp,WaterUse,10,18.85961107
AsianHemp,PhenoType,10,2.801406017
AsianHemp,Height,10,
AsianHemp,Width,10,19.60065986
AsianHemp,Temp,10,
AsianHemp,NValue,10,
AsianHemp,PValue,10,67.48931558
AsianHemp,KValue,10,24.97043895
AsianHemp,CurrentNDVI,10,
AsianHemp (excluding high income),GrowthRate,10,
AsianHemp (excluding high income),EC,10,
AsianHemp (excluding high income),PH,10,23.00124533
AsianHemp (excluding high income),SoilMoister,10,65
AsianHemp (excluding high income),Humidity,10,
AsianHemp (excluding high income),WaterUse,10,
AsianHemp (excluding high income),PhenoType,10,3.0335411
AsianHemp (excluding high income),Height,10,
AsianHemp (excluding high income),Width,10,
AsianHemp (excluding high income),Temp,10,
AsianHemp (excluding high income),NValue,10,
AsianHemp (excluding high income),PValue,10,64.30178482
AsianHemp (excluding high income),KValue,10,12.53473117
AsianHemp (excluding high income),CurrentNDVI,10,
AsianHemp (IDA & IBRD countries),GrowthRate,10,
AsianHemp (IDA & IBRD countries),EC,10,
AsianHemp (IDA & IBRD countries),PH,10,23.00124533
AsianHemp (IDA & IBRD countries),SoilMoister,10,65
AsianHemp (IDA & IBRD countries),Humidity,10,
AsianHemp (IDA & IBRD countries),WaterUse,10,
AsianHemp (IDA & IBRD countries),PhenoType,10,2.994944406
AsianHemp (IDA & IBRD countries),Height,10,
AsianHemp (IDA & IBRD countries),Width,10,
AsianHemp (IDA & IBRD countries),Temp,10,
AsianHemp (IDA & IBRD countries),NValue,10,
AsianHemp (IDA & IBRD countries),PValue,10,64.62170061
AsianHemp (IDA & IBRD countries),KValue,10,13.83771791
AsianHemp (IDA & IBRD countries),CurrentNDVI,10,
Runtz,GrowthRate,10,
Runtz,EC,10,6.211182184
Runtz,PH,10,44.33900994
Runtz,SoilMoister,10,65
Runtz,Humidity,10,1869.038118
Runtz,WaterUse,10,18.69929913
Runtz,PhenoType,10,2.590904191
Runtz,Height,10,5.031566294
Runtz,Width,10,19.26063301
Runtz,Temp,10,
Runtz,NValue,10,
Runtz,PValue,10,69.51456838
Runtz,KValue,10,98.94880256
Runtz,CurrentNDVI,10,
Runtz,GrowthRate,10,
Runtz,EC,10,6.211182184
Runtz,PH,10,44.33900994
Runtz,SoilMoister,10,65
Runtz,Humidity,10,1869.038118
Runtz,WaterUse,10,18.69929913
Runtz,PhenoType,10,2.590904191
Runtz,Height,10,5.031566294
Runtz,Width,10,19.26063301
Runtz,Temp,10,
Runtz,NValue,10,
Runtz,PValue,10,69.51456838
Runtz,KValue,10,98.94880256
Runtz,CurrentNDVI,10,
Runtz,GrowthRate,10,
Runtz,EC,10,6.211182184
Runtz,PH,10,44.33900994
Runtz,SoilMoister,10,65
Runtz,Humidity,10,1869.038118
Runtz,WaterUse,10,18.69929913
Runtz,PhenoType,10,2.590904191
Runtz,Height,10,5.031566294
Runtz,Width,10,19.26063301
Runtz,Temp,10,
Runtz,NValue,10,
Runtz,PValue,10,69.51456838
Runtz,KValue,10,98.94880256
Runtz,CurrentNDVI,10,
Runtz,GrowthRate,10,
Runtz,EC,10,6.211182184
Runtz,PH,10,44.33900994
Runtz,SoilMoister,10,65
Runtz,Humidity,10,1869.038118
Runtz,WaterUse,10,18.69929913
Runtz,PhenoType,10,2.590904191
Runtz,Height,10,5.031566294
Runtz,Width,10,19.26063301
Runtz,Temp,10,
Runtz,NValue,10,
Runtz,PValue,10,69.51456838
Runtz,KValue,10,98.94880256
Runtz,CurrentNDVI,10,
MendoBreath,GrowthRate,10,
MendoBreath,EC,10,0.2854479164
MendoBreath,PH,10,14.76296618
MendoBreath,SoilMoister,10,65
MendoBreath,Humidity,10,
MendoBreath,WaterUse,10,
MendoBreath,PhenoType,10,6.632275168
MendoBreath,Height,10,
MendoBreath,Width,10,
MendoBreath,Temp,10,
MendoBreath,NValue,10,
MendoBreath,PValue,10,41.93607892
MendoBreath,KValue,10,8.440951684
MendoBreath,CurrentNDVI,10,
MendoBreath,GrowthRate,10,
MendoBreath,EC,10,0.2854479164
MendoBreath,PH,10,14.76296618
MendoBreath,SoilMoister,10,65
MendoBreath,Humidity,10,
MendoBreath,WaterUse,10,
MendoBreath,PhenoType,10,6.632275168
MendoBreath,Height,10,
MendoBreath,Width,10,
MendoBreath,Temp,10,
MendoBreath,NValue,10,
MendoBreath,PValue,10,41.93607892
MendoBreath,KValue,10,8.440951684
MendoBreath,CurrentNDVI,10,
MendoBreath,GrowthRate,10,
MendoBreath,EC,10,0.2854479164
MendoBreath,PH,10,14.76296618
MendoBreath,SoilMoister,10,65
MendoBreath,Humidity,10,
MendoBreath,WaterUse,10,
MendoBreath,PhenoType,10,6.632275168
MendoBreath,Height,10,
MendoBreath,Width,10,
MendoBreath,Temp,10,
MendoBreath,NValue,10,
MendoBreath,PValue,10,41.93607892
MendoBreath,KValue,10,8.440951684
MendoBreath,CurrentNDVI,10,
MendoBreath,GrowthRate,10,
MendoBreath,EC,10,0.2854479164
MendoBreath,PH,10,14.76296618
MendoBreath,SoilMoister,10,65
MendoBreath,Humidity,10,
MendoBreath,WaterUse,10,
MendoBreath,PhenoType,10,6.632275168
MendoBreath,Height,10,
MendoBreath,Width,10,
MendoBreath,Temp,10,
MendoBreath,NValue,10,
MendoBreath,PValue,10,41.93607892
MendoBreath,KValue,10,8.440951684
MendoBreath,CurrentNDVI,10,
Skittlez,GrowthRate,10,
Skittlez,EC,10,0.1231880127
Skittlez,PH,10,9.163897385
Skittlez,SoilMoister,10,65
Skittlez,Humidity,10,
